artistId	channelId	Recently Uploaded Videos	Upload Times
21439	UCdjVj6W3bcD2QGqqBJGd5Og	[u'89bneamT_9k', u'tokCKGGbhek', u'xJ4INptMfew', u'2oZAYPZVXUs']	[u'2014-10-12T04:48:51.000Z', u'2014-09-10T04:29:52.000Z', u'2014-06-26T13:49:13.000Z', u'2013-10-05T04:43:26.000Z']
13789034	UCVq6G6wdgABReDU1nakz32w	[u'-tL_c-OYRT8', u'-o2TUDTlQrw']	[u'2013-02-14T01:03:30.000Z', u'2013-01-31T19:05:55.000Z']
14380748	UCCmVcAd2CdHo0_c9BHKfzqQ	[]	[]
20337	UCs2B3WJSjd_cWWxDP7ha_QQ	[u'1ZhhADmHNNo', u'mZJCsXS--LA', u'Ukx2i7-oafk', u'rFpvqFLVyTA', u'c7H4tHUrNxs']	[u'2010-10-12T17:11:36.000Z', u'2010-08-31T01:40:35.000Z', u'2010-06-04T02:03:08.000Z', u'2009-10-27T10:27:50.000Z', u'2009-09-15T04:54:08.000Z']
13082838	UCRTnigllYZxA3utzQdu5oog	[u'oHcEFB7D6WU']	[u'2014-11-23T20:00:06.000Z']
14379985	UC2xV9SX-6JlRGcWdDZvmRLg	[]	[]
17443	UClDZwGnnySpdv3G8Uc09O-Q	[u'zpHDsUeeeHo']	[u'2009-09-07T07:00:13.000Z']
633	UCClDrz9Pj6Ku6X9bWANkOCg	[u'V1-EYVGMyno', u'zaIP9pEpHvs', u'dRFCAFIc7Do', u'bKEEPnw2MlA', u'je8GHA53A3U']	[u'2014-10-29T13:00:16.000Z', u'2014-08-08T07:00:02.000Z', u'2013-11-22T08:03:10.000Z', u'2013-11-22T07:42:01.000Z', u'2013-11-22T07:22:41.000Z']
11747	UCJYGM3UvlRLGY3otfcBkcdQ	[u'goT8e4KOhVU', u'anny_ip-yDA', u'aoo9zs1pk3I']	[u'2013-11-22T15:24:14.000Z', u'2014-01-08T14:40:03.000Z', u'2013-11-22T15:25:09.000Z']
12050	UCe72aF-_zk6zkrhReM1Y99w	[u'I6gHNarCPkA', u'hoErU1ArsNw', u'K3AI7Pd8Oag', u'ajdSFXiDmYU', u'Ek99E7IB0ro']	[u'2014-09-15T14:31:39.000Z', u'2014-08-07T19:43:24.000Z', u'2014-05-07T15:06:38.000Z', u'2014-04-22T17:16:22.000Z', u'2014-04-22T06:35:35.000Z']
412481	UCJNLejcEZkVryq1ZBOERptg	[]	[]
492	UCfOY7DHgcXBp2drfyFJQvaw	[u'rCtnVHiod84', u'WhZOFBHOjGc', u'M1-AQMBq-Vc', u'HyBe8oFDClo', u'5cdx7vGhzeA']	[u'2014-07-21T17:08:15.000Z', u'2013-10-15T14:16:05.000Z', u'2013-08-15T18:39:32.000Z', u'2013-08-15T16:12:43.000Z', u'2013-08-15T16:08:30.000Z']
14381033	UC8KyfvqbhzBdrWHBveOB04g	[u'TwyF4FRq0H8', u'ImCdClSDfV4']	[u'2014-12-03T10:37:17.000Z', u'2014-11-17T08:20:28.000Z']
19910	UC0_vsa1MXyL0Xyn5RINvmwA	[u'JO39lfw2cys', u'MXyKpBFju6g', u'hthp-wciQMU']	[u'2014-03-22T19:39:04.000Z', u'2014-03-22T06:42:26.000Z', u'2013-06-25T06:40:09.000Z']
14380831	UCrT9K0y_4Rg8q1lduqe1kRg	[u'r_vvB1i5_jY', u'1WLXoSs8Lhc', u'sYD5kUJH50I', u'-Wtu_cbssH4']	[u'2013-04-30T15:43:21.000Z', u'2013-04-30T15:32:29.000Z', u'2012-12-28T15:23:06.000Z', u'2012-12-28T15:17:40.000Z']
340231	UCfqZbR2ReqINXkx6aRkkSWg	[u'Z-hhE-IdIvg', u'6jD5o_XRuow', u'BPpjMXExryI', u'x_rfcllu988', u'WbT_4ZElkUQ']	[u'2014-11-21T05:00:04.000Z', u'2014-11-15T12:00:04.000Z', u'2014-11-07T03:30:00.000Z', u'2014-10-31T06:00:01.000Z', u'2014-10-22T14:00:16.000Z']
97573	UCtrZcJtUCi8BOtPWXRpNIHA	[u'digLC94vx2I']	[u'2014-06-09T20:01:22.000Z']
486280	UCnc6db-y3IU7CkT_yeVXdVg	[u'fW_CEgDDBiA']	[u'2013-12-01T00:50:09.000Z']
109	UCGuXQUUn7C6Tg6Dz6D_xGVw	[u'-mnnwtGa9kc', u'x1EPtz1Uk4s', u'1bG_zk6FwU0']	[u'2014-10-20T13:05:01.000Z', u'2014-08-31T04:11:13.000Z', u'2013-06-20T11:02:54.000Z']
14382005	UCWDWQRbyowdYgZNS7pmCf8Q	[u'89m7VC1gBVk', u'bwFXz2u2frQ', u'S9xns52JqSY', u'vTf4i7djybY']	[u'2014-12-10T16:23:50.000Z', u'2014-12-01T15:46:26.000Z', u'2014-11-26T14:17:07.000Z', u'2014-10-30T00:06:54.000Z']
108720	UC_Jz5KwqOCgYvBeyOTjylSg	[u'dvhPXFUDyAQ', u'49TcajAJx2o', u'Yi95GmvXQgg', u'yk36HB0iIBM', u'tuXuULo_UVU']	[u'2014-01-01T09:45:53.000Z', u'2012-12-20T07:44:46.000Z', u'2012-12-20T07:14:36.000Z', u'2012-12-01T06:33:07.000Z', u'2012-09-06T05:47:02.000Z']
411	UCq9-Lfpmlf20isoOVU5Xokg	[u'S9MpeKm-imE']	[u'2013-11-27T05:00:01.000Z']
275817	UCouGOpDkM-urFTJXoyRUw8w	[u'KmR9ZkpHiMA', u'plo33kGSOXc', u's0kQ06	UCiYz468hinIFtTokZ54pQ_g	[u'YGfFZfTYtfk', u'qIKzlm_5WTs', u'2aFYHZazHyk']	[u'2014-12-11T13:15:00.000Z', u'2014-12-11T13:14:33.000Z', u'2014-12-11T13:14:20.000Z']
628	UCOwpxvV5PSbjX4n7a-NtJ9w	[]	[]
14380744	UCb1HvQEIXNt306sOBpbR9QA	[u'Jaq7wXlrvXM']	[u'2014-12-07T20:32:18.000Z']
14379610		[]	[]
1530	UCxzfCKgmsQTdWUpFa1IpkBQ	[u'YWLXETj6CSY', u'PPhTpFtFmK4', u'i1FMzvkXuRo', u'jASLieWBpKU', u'YXXZjzrKr_4']	[u'2014-12-10T17:29:55.000Z', u'2014-11-19T15:12:20.000Z', u'2014-11-12T21:49:23.000Z', u'2014-11-04T19:25:53.000Z', u'2014-11-03T20:51:24.000Z']
46206	UCD1Neir0GFtuvfW0C10hVhA	[u'bWjfVyjl9Wk', u'iuAR3gtMjPk', u'Z9QYW2Su6b0']	[u'2013-12-05T16:02:02.000Z', u'2013-10-25T14:07:41.000Z', u'2013-08-27T14:18:05.000Z']
13573803	UCMY89PxbqRYn8bQTwhiT0TQ	[]	[]
14380056	UCUGtVwuR_ClB8XRDh8ltFyQ	[u'R2dtZNlLVf0', u'1VUA0WESgJQ']	[u'2013-07-21T20:30:00.000Z', u'2013-02-23T16:51:36.000Z']
14380207	UCWjYiZKSurxfIoRGGs4m06A	[u'qTO3oYC2-Cw']	[u'2013-05-27T17:20:33.000Z']
8046	UCdkBa5GZKEAfiTjqfqotWhQ	[u'IHguclDhcew', u'-TMBw7iJNd4', u'YUEBS6MRfDc', u'7Q7vDiJBtt8']	[u'2014-09-17T22:46:25.000Z', u'2014-08-04T14:59:43.000Z', u'2014-08-04T14:59:42.000Z', u'2014-08-04T14:59:42.000Z']
6585	UCpGyfPjwhD2JnF1ev69RkVA	[]	[]
14363874	UCN9ve66g7IvCEXl-QuD03zA	[u'XD7heBU2jc0']	[u'2014-10-28T11:57:03.000Z']
13766109	UC4c5akzsmho__2kadB4bTIQ	[u'YCEQ7woM-KE', u'huiZ0g7_cH4', u'HAko7gtVp_E', u'FNaFtbtEjlI', u'GwicArTsVmM']	[u'2013-04-02T18:22:59.000Z', u'2012-12-20T18:53:21.000Z', u'2012-12-20T18:53:11.000Z', u'2012-12-20T18:52:56.000Z', u'2012-12-20T18:52:41.000Z']
6559	UCKkLIDce12KiuxCfOwVGPbA	[]	[]
432632	UClNp7LRhAT_NsS1KzrJMvhQ	[u'rkalKbH_5CA', u'UAkYxonUFe8', u'8jH1UyexFLM', u'XjJHte55mVQ', u'MbVZYpkOxAk']	[u'2014-11-07T19:54:02.000Z', u'2014-05-13T03:10:30.000Z', u'2014-04-18T21:19:11.000Z', u'2014-04-18T21:13:52.000Z', u'2014-04-07T03:17:02.000Z']
1140	UCCj3UYSvNXn9rXp-7Lt8lzg	[u'rKPIJ95Yu18', u'TYMX5QuUaj4']	[u'2014-09-03T18:58:05.000Z', u'2012-06-19T19:46:00.000Z']
15882	UCk55XobQt8FN811QkbtFl5g	[]	[]
275213	UCdtsqrY3su1p2NoAZ0m8TJQ	[u'Vy3GyDLZBzw', u'tPzlYsaJyKI', u'56mqKGFOluk', u'pjq1H4fpJwM']	[u'2013-07-15T19:36:10.000Z', u'2013-05-01T15:32:17.000Z', u'2013-04-23T14:16:26.000Z', u'2013-02-26T11:44:46.000Z']
176834	UCmxFxBOWwhr6fATWPsvYWig	[u'GK3mT3FRKGg', u'VaFJ3VEZ-uA', u'2on4c1tyuBw', u'kDv_XLEiPVk', u'Cl_SzY_eVgo']	[u'2014-10-29T05:04:37.000Z', u'2014-10-09T10:06:50.000Z', u'2014-08-23T04:55:34.000Z', u'2014-04-28T10:09:19.000Z', u'2014-04-21T10:10:11.000Z']
157	UCnPAlp8KltL_e8n_8H4rkYg	[u'AkjBj67g_fo', u'9UZ4luctwDM', u'uCIw2T5awiY', u'ErkzoAndLJk', u'O9HFjErMMlA']	[u'2012-06-26T18:08:33.000Z', u'2012-05-07T07:00:08.000Z', u'2012-04-11T07:00:45.000Z', u'2012-01-24T22:37:31.000Z', u'2012-01-23T19:34:46.000Z']
13965657	UCGiMcrLFsDapbcgtnGA6Dxg	[u'4iqRnN3T8ig']	[u'2013-06-28T00:43:39.000Z']
14320051	UC2jScvtuFcld4-wXwJGT76w	[u'sVBQYaAWJOc', u'0pot44zodCc', u'076eXb3Xx5c', u'NK2FqPNIT_U', u'4fw4ZdfSWJ8']	[u'2013-12-20T20:20:35.000Z', u'2013-12-19T08:00:01.000Z', u'2013-03-28T01:05:06.000Z', u'2013-01-23T22:55:11.000Z', u'2012-12-06T20:21:47.000Z']
14382477	UCcXhhVwCT6_WqjkEniejRJQ	[u'akFt5zSWw8Y', u'luXd-DNgd48', u'FkJgug5ycZE', u'90UFsmesu4Y', u'1eb0Q5vkafc']	[u'2014-12-12T22:38:46.000Z', u'2014-12-05T14:34:54.000Z', u'2014-11-02T00:18:49.000Z', u'2014-05-09T14:40:45.000Z', u'2014-01-31T15:52:02.000Z']
24390530	UCA0cXLBJXIk0a6REYap4LHw	[u'5s3pITonbU0', u'2rPRID1rydM', u'xozUSGQv9no', u'rQgHmsa-UkU', u'M8Vu-NfEUlw']	[u'2014-10-25T21:29:33.000Z', u'2014-08-12T00:24:51.000Z', u'2014-08-11T23:45:12.000Z', u'2014-08-11T23:44:20.000Z', u'2014-08-11T23:39:31.000Z']
6659	UCvtZDkeFxMkRTNqfqXtxxkw	[u'epuV8kyrJNU', u'txzMBLLm6rw', u'SEQmMmMqIv4', u'pVi87i6B6JE', u'8cXfme9jiZ4']	[u'2014-08-20T14:09:55.000Z', u'2014-08-20T14:05:47.000Z', u'2014-08-20T14:02:22.000Z', u'2014-08-20T14:01:40.000Z', u'2014-08-18T14:46:47.000Z']
14365382	UCord6kLpRHRrG0ZhG1sDmXA	[u'K6myuhNPqmY', u'4fs2mkQQYF4', u'8hwcfYcAc5Q', u'GPSuGEb-Ghc', u'K3AHp7_F0N8']	[u'2014-10-20T16:57:48.000Z', u'2014-10-19T19:31:33.000Z', u'2014-07-31T14:24:55.000Z', u'2010Z', u'2014-03-28T04:09:18.000Z', u'2014-03-27T04:19:42.000Z', u'2014-03-13T00:52:24.000Z', u'2013-07-02T04:13:39.000Z']
451533	UCFHtCB_FWXQ8GpjgfYcD8-g	[u'7UfNgmQzMr0', u'-yDWjtrgkb0', u'0v4lPU5JJPA', u'tAhP6VZG5e4', u'-pX3zCftkMs']	[u'2014-11-19T01:27:42.000Z', u'2014-11-19T01:27:23.000Z', u'2014-11-19T01:27:13.000Z', u'2014-11-19T01:27:02.000Z', u'2014-11-19T01:26:44.000Z']
13904132	UC08NVDi0tgVdM6YxHoBPTTw	[u'DGcv1AjS4FI', u'6d3Nu4GrtCo', u'nNHdE8dkp5A']	[u'2014-11-30T08:23:40.000Z', u'2014-11-30T08:23:45.000Z', u'2014-11-30T08:23:35.000Z']
2618	UCJ1OyXyNjCn_dA5YocNW23A	[]	[]
1724	UCOwz0hQSYKpsZibq6zuNByw	[]	[]
19769	UCSJnD1aMIT6Z7B9t1D5y2UQ	[u'MOMdVbp_Dpo', u'fOGq4ex1Jvc', u'33mhRvra0Ec', u'TN8LWiVcQKo', u'3MQz7efUEKE']	[u'2012-10-16T08:06:47.000Z', u'2012-08-14T11:34:32.000Z', u'2012-07-31T23:53:10.000Z', u'2012-07-20T21:22:59.000Z', u'2012-07-20T21:14:00.000Z']
13795768	UCYBVnYyOyZt-PyrKdLv9s5Q	[u'9YgiKaJi-r8', u'7_KYDugHcic', u'k4oMD0fJ67s', u'Tvz1yKO-sN4']	[u'2014-12-10T13:34:52.000Z', u'2014-09-24T16:31:22.000Z', u'2014-02-10T10:40:53.000Z', u'2014-01-20T16:42:15.000Z']
7275	UC2XZqHcBrmbbskRn7j6hR-A	[u'LCFAj9AgRho', u'Popd0LACj2Q', u'cfBITNDiszE', u'UxGd3ZAfPRI', u'rQ4fBuBfghM']	[u'2012-07-17T00:19:54.000Z', u'2011-10-12T14:57:10.000Z', u'2011-10-08T02:09:48.000Z', u'2011-07-27T16:44:48.000Z', u'2011-06-14T01:04:37.000Z']
476660	UCDH6vuKqw0Trx3YtljnFBwA	[u'ClS402whwPA', u'48bedR1gUc8', u'MuDaYt75tHE', u'5BRBO6w9QUE', u'6ipFdbrKyuE']	[u'2013-10-18T21:57:33.000Z', u'2013-10-18T21:56:55.000Z', u'2013-10-18T21:56:27.000Z', u'2013-10-18T19:36:43.000Z', u'2013-10-18T19:36:18.000Z']
12393	UCuD1k7Eje-J_j6_qLJGcrjg	[u'cnBE4kbiHpU', u'JgVGtkrrD6s', u'VELb1SWvzpg', u'FKFoPW-fSm4', u'78wOFRfT4-w']	[u'2014-12-08T21:06:24.000Z', u'2014-09-01T23:43:16.000Z', u'2014-06-04T01:05:15.000Z', u'2014-05-25T19:43:21.000Z', u'2014-05-21T05:26:04.000Z']
14381028	UC7jzE0wiabYlqEY68LGYOAg	[u'f97Lr_IDJJ4', u'gb0brD2MI28']	[u'2014-12-04T17:26:34.000Z', u'2014-12-05T05:10:56.000Z']
465	UCvs1n5B4H364Vk9IWmqrznw	[u'DeiA_n-bnps', u'dpQaEXFBXFA', u'T1v7roZWvTw', u'cEvF4oI1FPA', u'_-AnmQnLlyo']	[u'2014-03-28T07:00:02.000Z', u'2014-02-18T08:00:02.000Z', u'2014-01-24T08:00:02.000Z', u'2013-07-09T07:00:13.000Z', u'2013-06-25T07:00:35.000Z']
81	UCsxlF68A6nRUYC9xnt6vHdQ	[u'fHp7vOOpaHI', u'EPX3UUqV-cg', u'w8s0VSH7pmw', u'LKIELiKeE8Q']	[u'2012-05-21T16:03:03.000Z', u'2012-02-24T03:52:12.000Z', u'2012-02-08T19:52:43.000Z', u'2012-01-31T18:09:13.000Z']
1323	UCa32lGcvKtDgg-i7zhhpU0A	[u'rru1BQrizM0']	[u'2010-09-28T17:31:36.000Z']
52836	UCddK21vtnH6nBVca13zwUxA	[]	[]
14381598	UCSAPzQKPfeNCAUJNVYVrNxg	[]	[]
686	UCFSjnN55tV-mecyG0mYvhdQ	[u'PvuRPTiIb80', u'7aVhS71SMU0', u'p6O-ea3Zet4', u'rZ942uQ0nr4', u'e7mfA2h3ICY']	[u'2014-11-24T20:51:48.000Z', u'2014-11-24T20:51:47.000Z', u'2014-11-24T20:51:47.000Z', u'2014-11-24T20:51:47.000Z', u'2014-11-24T20:51:47.000Z']
13579	UCdcRwAe3HbNk439cZ-gLAJA	[]	[]
6804	UCX25kfBbEN1MNEPtlNLOycw	[u'vB6hNQv-Bh8', u'F99b0od1_08', u'kfjXp4KTTY8', u'sK0cK1eI3fY']	[u'2014-11-25T15:49:14.000Z', u'2013-02-13T00:39:36.000Z', u'2013-02-12T22:09:40.000Z', u'2013-02-12T21:57:33.000Z']
12244089	UCRTpx93sGVcayjQEjuHFsyg	[]	[]
619	UCRLD4l_mxKZcKGtoH6KOvDw	[u'tgjdsPW1f4E', u'V44bJiu4Djg', u'O0v41ytyXaI', u'1OCGJRAtpfA', u'Dt2FNSFoAJU']	[u'2011-11-15T05:05:25.000Z', u'2011-11-15T04:08:04.000Z', u'2011-11-15T03:54:39.000Z', u'2011-11-15T02:45:50.000Z', u'2011-11-15T02:38:01.000Z']
14382837	UCesCiN8RSe_OHUuXwgXBK-w	[]	[]
14383413	UCgixt7dmpwyYHUzU5qkaBUA	[u'NOX6FXHtuMc', u'c7hwgkI8H6Y', u'RYdbEDGmYFk', u'BdI9zwabE8A', u'hj-rYVPNwMM']	[u'2014-10-15T10:25:32.000Z', u'2014-03-31T12:44:14.000Z', u'2014-03-23T10:13:31.000Z', u'2014-01-16T10:35:20.000Z', u'2013-09-23T05:29:23.000Z']
14383699	UCUWr4n5Xlh7UhI7IHH4XGfA	[]	[]
1321	UCpQCipQBI_GhZbUHQ89BmQQ	[]	[]
464434	UCUBXXVCzVhdcgcxnT53um9g	[u'EOhURJww6LI', u'WD0rRucvJ-k']	[u'2012-01-03T16:09:36.000Z', u'2011-03-13T21:55:56.000Z']
7426	UCr5dzW-1tFjUhrQYlYi4xUw	[]	[]
14384615	UCaumTQMCM5NDsyfttyx2VFQ	[u'T6PAIUWWe4s', u'7whvQ4fP4SY', u'RDoXbtfO5uM', u'qhYEL1yhPAU', u'xBbQTdaTj1M']81FK7Opw	[u'8SexxZovChM', u'_6Zp84XH6Eo', u'7Fb59aQUOx0', u'3B8uTd4Tfno', u'kFa8oKoLBik']	[u'2014-08-29T16:57:21.000Z', u'2014-07-29T07:00:03.000Z', u'2014-03-13T19:01:00.000Z', u'2014-03-13T19:01:00.000Z', u'2014-03-03T21:15:52.000Z']
13789877	UCRulo4lWi73O9ku_gl_kSVQ	[u'f2fCcggNkTs', u'Y6-QvBz9_lY']	[u'2013-09-27T07:00:01.000Z', u'2013-02-11T00:00:22.000Z']
14384437	UCdy8xMpAAPsoYk1YzGejxmw	[u'noH4jI6cKNI', u'xHVFdoju29A', u'_2PXQjeHyKc', u'DAu0-ZFIrHY', u'BAyZVCQYjmk']	[u'2014-06-03T17:39:00.000Z', u'2012-07-22T11:38:27.000Z', u'2014-05-15T12:09:58.000Z', u'2014-05-15T10:40:38.000Z', u'2013-07-18T11:35:55.000Z']
19461	UCL_XuR9jOkgivUmZGaXPEeA	[u'kMGqbPYIMxU', u'38dvGcm2bn0', u'gK1_xOA9dQc', u'tIs5zThJNQE', u'5WFoC1DxCA8']	[u'2014-08-24T15:57:56.000Z', u'2013-12-11T17:59:15.000Z', u'2013-11-04T15:59:45.000Z', u'2013-08-23T17:55:46.000Z', u'2013-07-30T17:07:36.000Z']
6563	UCLP1LFCaIifzrpyUX2o0xiA	[u'q2376smbzl8', u'6ByQNarEyIw']	[u'2013-08-01T16:29:08.000Z', u'2012-08-14T07:00:33.000Z']
3012	UCnffBSrbaT5QL2N8QCKr5Sg	[u'950i_4ftWGY', u'kJcbFVlH7Fc', u'hIUSZFyMZ74', u'BTTjcO24zNY', u'w9wn6jPZrPs']	[u'2013-05-09T20:30:12.000Z', u'2013-04-25T23:39:04.000Z', u'2013-04-19T18:02:21.000Z', u'2013-04-09T18:12:44.000Z', u'2013-03-27T21:26:14.000Z']
317733	UCNXla54Mf24NeMHEA8c6Z9w	[u'0-m2q-i9lcM', u'JZwqC0KzH3Q', u'_zVXsFXEGXU', u'SgRJwxvvDr8']	[u'2014-12-09T08:00:02.000Z', u'2014-10-27T07:00:02.000Z', u'2013-11-01T04:00:01.000Z', u'2013-10-16T07:00:01.000Z']
1279	UCu-ZufHTULINCIg_47aXNUg	[]	[]
14381666	UCYQLxgddQPh_DFgG4uZdX5A	[u'70Q69iXLGyc', u'oHGLC9nBSyU', u'gbjXuQ2P5Iw', u'nZBg4jqCIZg', u'tSEHGeJMG4E']	[u'2014-11-07T01:28:11.000Z', u'2014-10-23T02:11:51.000Z', u'2014-08-01T02:14:41.000Z', u'2014-07-29T00:28:01.000Z', u'2014-07-01T02:08:55.000Z']
6922	UCYHQtLvZheLBlWV-ep78CZg	[u'Mj3_4HvA0dY', u'RKZdIKbfH6E']	[u'2014-12-10T14:02:00.000Z', u'2014-12-10T14:00:49.000Z']
6912	UCp2CfRwTsbpsdCZTdUkOs5A	[]	[]
14386429	UCcEG3V33KZkelRfFtNua9BA	[u'JvR57vfpqO0', u'd0f1k-QMZ5s', u'J4fUdY1PGhY', u'iEGniXc7Xtc', u'3IS8J4ex6Uc']	[u'2013-12-25T18:33:23.000Z', u'2013-11-28T18:06:22.000Z', u'2013-11-13T01:23:20.000Z', u'2013-10-29T08:20:45.000Z', u'2013-10-20T06:29:20.000Z']
357368	UCbLAl9eqY53l6oXM1xi1rjg	[]	[]
13882826	UCMv2_juEGufRCvfPdmZ6G3Q	[u'Ye7iA-Ppcyk', u'9mbPK598FaE', u'4NpOvEUr96A']	[u'2009-10-04T08:24:54.000Z', u'2009-10-04T08:13:23.000Z', u'2009-10-04T08:12:16.000Z']
33166	UC5YPI-7LEByvdvuJ-AwEHTQ	[]	[]
13768632	UCu_gSX2WtI1GLdyZHmkhKQw	[u'u_koqThQjvg', u'jX5wFRM4ETE', u'qstSsEGXA_E', u'GoWNe8d7w9s']	[u'2014-12-01T15:34:08.000Z', u'2014-10-01T16:00:10.000Z', u'2014-09-17T16:30:02.000Z', u'2014-08-26T14:30:02.000Z']
14383693	UCqsRWjG124AHAX7_-ToYXeQ	[u'ThslKd6P__E', u'ur8QFrGTqKI']	[u'2014-11-12T20:47:29.000Z', u'2014-07-20T22:07:36.000Z']
13849578	UCpwRuPk7zO2sWBGzJocXOdg	[u'uy84qhCKzyg', u'E8xnc2p43Qk', u'-hyAUoGURoY', u'eBAwJsYv2CY', u'MlHXpxbqjuo']	[u'2014-12-04T13:58:00.000Z', u'2014-10-22T12:58:00.000Z', u'2014-09-11T12:58:01.000Z', u'2014-08-08T12:59:01.000Z', u'2014-05-28T12:59:00.000Z']
18067	UCBBbRbZuPKCaIM1Ce-KtXpQ	[]	[]
315976	UCXrswM3b4mi7sRlQLZnp-nA	[u'56mTujhSSws', u'CFcHfpFqepo', u'hUdntXPEEgM', u'bzR4vH9VJfY']	[u'2010-04-04T23:31:35.000Z', u'2010-04-01T03:25:26.000Z', u'2009-12-22T21:37:10.000Z', u'2009-11-03T05:50:40.000Z']
57801	UCz7qT2hB6gd123haa8MHW-w	[u'LXCYkKFc-1s', u'0eEmriKmdzw', u'rim29rUY4cs', u'_8ib8ryZENI', u'28DFLD9ywLQ']	[u'2014-11-18T17:26:16.000Z', u'2014-10-16T07:44:04.000Z', u'2014-10-11T17:17:19.000Z', u'2014-08-30T07:00:58.000Z', u'2014-08-30T06:59:07.000Z']
925	UCu-MoGucP8tKTgiW4eoQ_Zw	[u'DG-JpdpVobg', u'7cRoh6l6GJU', u'gHU6R5EDnjI']	[u'2014-12-10T22:54:21.000Z', u'2014-09-14T18:46:04.000Z', u'2014-06-29T02:49:49.000Z']
14004143	UCrhAHTR8NVmdyEmyY-YwCWg	[u'ujhpiXoKqgQ', u'ymq8LdfCU3w']	[u'2014-08-21T15:21:13.000Z', u'2014-05-16T15:04:09.000Z']
14325088	UCBpQ4_Nq2kafZbXlVQy1DCg	[]	[]
483671	UCYju6cJkaQafQvKE9q-vMWQ	[u'Crf0pF3pQYY', u'3WTkRxGYh3k', u'unaDpCRkGBc']	[u'2014-12-11T16:04:16.000Z', u'2014-08-29T16:27:06.000Z', u'2014-09-03T10:43:52.000Z']
19129	UC_53YzmhQKF8m7W1-11T15:02:44.000Z', u'2013-10-09T17:23:34.000Z', u'2013-10-03T17:50:14.000Z', u'2013-10-03T17:48:06.000Z', u'2013-10-03T17:47:58.000Z']
306443	UCubWstCkawJroGsDMlOMruw	[u'fPECVaDf5IY', u'RzSTaRQaeec', u'X8aPJZRw1V4', u'zC5QaJXVuX0']	[u'2012-02-12T20:34:27.000Z', u'2011-12-15T22:19:06.000Z', u'2011-08-19T07:23:21.000Z', u'2011-07-05T21:30:59.000Z']
56317	UCSFdI3UxAI-sn_DvGMw8n_Q	[u'zdpW7jcIFoo', u'aNhylhd6ecU', u'clmY1pBejDk', u'c4F7BR13EMQ', u'khQYgrvSVQw']	[u'2014-10-07T11:30:52.000Z', u'2014-09-05T12:00:08.000Z', u'2014-08-23T13:00:03.000Z', u'2014-06-20T01:00:01.000Z', u'2014-06-20T01:00:00.000Z']
187013	UCGCrcYtxHHQcj9rJSt_hHjQ	[u'a6TUOzLxsZ4', u'vKNRTS8x1yU', u'YcvLcmT7q3w', u'tC2KeGUHPvY', u'iaElJ79ztCE']	[u'2013-07-31T02:47:29.000Z', u'2013-04-26T15:41:18.000Z', u'2013-04-16T05:15:27.000Z', u'2011-07-13T04:44:35.000Z', u'2011-06-07T03:49:18.000Z']
7000	UCNcSGScXm-q2Eme79Rq7Ang	[u'fdlEdorKYYs']	[u'2010-07-20T14:21:15.000Z']
7224	UCPfV1jxOwDJnQUlCVl_xIOA	[u'KPBLTlLTFHA']	[u'2012-12-17T16:50:03.000Z']
826	UCNNZzEPxwQJhcOBULe1jNCA	[u'zDylgpGHcic', u'IIwi6DTP7pw', u'JTR3zxLYOvM', u'minlU4SAEbY', u'sstgcbGsew0']	[u'2014-05-31T22:24:40.000Z', u'2014-05-31T20:58:40.000Z', u'2013-12-15T14:25:29.000Z', u'2013-11-13T08:00:00.000Z', u'2013-10-29T07:00:01.000Z']
25031	UCF3ly4V5l169UZ627lIr0DA	[u'ln1i639umt0', u'n5lxwPPrX7I', u'OBHNaI1b6qw', u'ZTyMAort_Lg', u'w4a7PtUtEpM']	[u'2014-04-10T01:03:02.000Z', u'2014-04-09T21:00:22.000Z', u'2013-12-15T17:49:42.000Z', u'2013-10-28T16:03:27.000Z', u'2013-07-01T07:22:32.000Z']
14382179	UCr1ptQYjQBt8zA80-Sl4PWA	[]	[]
13802760	UC6pml0XvTStP5Xz7T0FECVw	[u'81dKvIH0Ac0', u'vWMQpmkzGOU', u'uKL3jmv4WQ8', u'sRjNK1BIPK4', u'X8DrOGXkn1Q']	[u'2014-12-10T23:36:40.000Z', u'2014-11-25T18:23:32.000Z', u'2014-11-20T21:06:48.000Z', u'2014-08-20T15:43:39.000Z', u'2014-04-14T19:07:40.000Z']
1371	UCHRvowaJNUxw9_HIFY6NYdw	[u'gbRd4i7vvXs']	[u'2014-12-12T12:55:16.000Z']
9444	UCR3932PjDNljGutuAk1TWlg	[u'FxSGQPYmc6Y', u'By2m5cSRZRA', u'MC40jctAlyU', u'LY_sxaaq5gg']	[u'2012-04-19T23:44:06.000Z', u'2012-03-01T20:58:32.000Z', u'2012-02-22T16:34:53.000Z', u'2011-09-21T01:19:48.000Z']
14383411	UCXXwli8NmN10-lsiiz2lL0g	[u'Z-uXJqB7qr8', u'IUAGX-anR7o']	[u'2014-04-16T10:45:51.000Z', u'2014-04-01T05:42:41.000Z']
14383701	UCaYAJu_UiF26VBi5UzIAo0w	[u'0yHvHTsSwgU', u'8h7R91HJtpM', u'JmsUE8VMNdA', u'pv9WMxj915c']	[u'2013-11-19T20:27:31.000Z', u'2013-06-19T06:27:20.000Z', u'2013-01-26T06:06:35.000Z', u'2012-06-24T20:48:18.000Z']
