artistId	channelId	Recently Uploaded Videos	Upload Times
288835	UCAhsAb91DkiTGos4aGLbHug	[u'MsZ__DCjAZk', u'O0CUaqJu2io', u'20nSebZVGQ8', u'X_Tg6VkTZGg', u'58EUxUU4NEM']	[u'2012-01-06T18:20:40.000Z', u'2010-12-19T04:32:49.000Z', u'2010-07-01T19:22:27.000Z', u'2009-10-25T18:33:21.000Z', u'2009-10-15T21:05:33.000Z']
290497	UCSK41RyBCgxSJ9a4Ub2swUw	[u'Y69GsEATIAo', u'3tCm_n3J5o4', u'p1JrqJY24ew']	[u'2014-06-06T09:10:49.000Z', u'2014-01-15T13:37:11.000Z', u'2013-11-03T15:16:20.000Z']
292801	UC7SlgGnPp1c42ZuriFqD3cg	[u'1p09g13U9zs', u'M7WBlALWIdg', u'c4HD13GPMI8']	[u'2012-04-25T22:04:07.000Z', u'2012-04-25T21:34:13.000Z', u'2011-05-20T22:12:42.000Z']
293978	UCIevz_MfNvFmpvxHHeDq65w	[u'SzUvOYAyyuo', u'SG4sS22cjSk']	[u'2014-11-06T19:25:54.000Z', u'2014-11-05T20:14:18.000Z']
295538	UCHEsxivkJzt5vFGvw4xm8ZA	[u'kL2g1qpWovo', u'iLQckq76xIM']	[u'2011-03-12T21:53:16.000Z', u'2011-03-12T14:49:19.000Z']
298175	UCJZAb0A4Pjczi6gFzI3B3uA	[]	[]
300358	UC-1k7y80RAIK_JlXP8WlDDw	[u'VgbCy0iUEOw', u'VSDOlkUkcyc', u'-g9MK4-O_ow']	[u'2013-03-27T03:45:28.000Z', u'2013-02-28T19:35:37.000Z', u'2013-02-28T00:33:35.000Z']
306843	UCu9AWq1GM4IM9CPKv1wXpMA	[u'a9Vh5bA8abE']	[u'2012-03-13T18:18:25.000Z']
309251	UCfC7Ex2tO3SJhbWa9Da7Jjg	[]	[]
311155	UCFMHQeeSlvoc3APIAE9mX9g	[u'yM_8XExkeEY', u'xj5587eBvd0', u'H-krd9kNSaA', u'eyinF6G3aJY']	[u'2014-07-12T15:02:12.000Z', u'2014-06-16T18:02:22.000Z', u'2010-03-10T00:04:05.000Z', u'2007-06-20T21:03:52.000Z']
313137	UC1Ird8QLFcJWOdrareib94Q	[]	[]
317449	UCAV3Q8F74IXu35tPIXbd1Zg	[]	[]
318869	UC1D02ZfDvflW6mFFDAYh1_g	[u'oTY78uV6qR8', u'ZtZM2CwFYX8', u'BpNnIBzYkpM']	[u'2010-07-13T19:20:50.000Z', u'2010-04-15T22:16:10.000Z', u'2010-07-14T13:06:39.000Z']
319203	UCsbyS-Xj52Jg8F0XJ94ow4Q	[u'DxLgiKlJ2BA', u'iiARowBCe6Y', u'DZgRJ0_VA20', u'iMsLYiOduTM', u'H5-5-BDQAtc']	[u'2009-05-06T05:12:03.000Z', u'2009-04-20T17:53:04.000Z', u'2009-04-20T17:50:22.000Z', u'2009-04-20T17:48:10.000Z', u'2009-04-20T17:47:03.000Z']
321592	UCnoO8e2KvgvxJtztMB_Z2cQ	[u'1MeynjpvYAo', u'EdCQSuEDg2k', u'X0414bTK6WE']	[u'2014-10-30T15:28:42.000Z', u'2014-06-23T16:26:58.000Z', u'2014-02-12T21:20:42.000Z']
322832	UCci2c90HJbY0VAS3_eLF3Wg	[u'QDmmYUS6Kf4', u't60roHM1t7o']	[u'2014-08-21T20:00:01.000Z', u'2012-02-27T18:15:36.000Z']
324608	UCw6QWyMlURsaseioZiOmltQ	[u'blqI4J02Ji0', u'01yjKoqjS2k', u'u7uWqTCIJLM', u'8i_DYCfndmE', u'n4sFLcx_s_M']	[u'2010-01-04T10:06:37.000Z', u'2009-12-18T10:22:46.000Z', u'2009-12-04T16:02:14.000Z', u'2009-11-20T12:10:30.000Z', u'2009-11-20T11:34:43.000Z']
326730	UCJqCa01nyUuCSr4a8JD085Q	[]	[]
328120	UCNXckOxsRw1G0lFwM6QT1bw	[u'Vb8MP3j-w2A', u'E8prnspqKXg', u'9iKlPlgpTuc']	[u'2012-03-26T15:12:01.000Z', u'2012-03-26T15:06:33.000Z', u'2012-03-26T14:59:51.000Z']
329536	UCX-ZrQdxJTxLHU4PUwgusNQ	[u'nqcCjACl4HM', u'nxq_EMShpUY', u'WsPDftU9xfc', u'NmUJKLCNjMk']	[u'2009-10-25T10:14:29.000Z', u'2009-09-15T17:43:06.000Z', u'2009-09-09T16:14:37.000Z', u'2009-09-09T01:09:42.000Z']
332611	UCKyXFtl2Da0m6-jeger_XcQ	[u'1BeQHjmE6x8']	[u'2014-12-11T19:58:54.000Z']
334717	UCa49k148YBrrqKu_ojJUV6A	[u'pM1snz-4f5E', u'vkyndGuX8SA', u'CoLnqkjXS28', u'Ko1AVvUL5MA']	[u'2011-07-24T20:18:33.000Z', u'2011-02-12T21:42:08.000Z', u'2010-04-21T09:44:09.000Z', u'2010-01-09T23:27:29.000Z']
336317	UCikz8F_6a1_8PzG16JH1EMA	[]	[]
339606	UC3IBRaFnWgy28FbS8y_hvQg	[u'vlAsQM9Qb-g', u'k3URmJgXEDo', u'CVB8ISHWjkw']	[u'2013-11-25T05:11:10.000Z', u'2013-11-16T01:32:43.000Z', u'2013-11-08T02:09:23.000Z']
342047	UCU3t4r4KhX1ZdjKDU5UMGfg	[]	[]
344793	UCQlyQq7XKl-SQUuxEYnQO0A	[u'FE-WYWys9dc']	[u'2013-02-23T15:10:28.000Z']
348608	UCxUp7o-KYIygfaw4UOZ8ebQ	[u'wi0Y3u272rI', u'0sIRoht_PVE', u'5IrgpBhq-vU']	[u'2014-12-12T02:02:46.000Z', u'2014-12-10T19:46:16.000Z', u'2014-12-05T21:00:00.000Z']
349659	UC1U0l2_lid875sL0hGBpcHw	[u'dgR4KBTlXus', u'sQ1Cm4pW2IQ', u'DppKKCWoYBY', u'PtU7DnorV0s', u'M1HVed03KqU', u'D0DTQJOyYs0']	[u'2013-07-11T13:48:30.000Z', u'2012-04-18T06:42:49.000Z', u'2012-02-12T17:21:28.000Z', u'2012-01-10T14:55:16.000Z', u'2009-12-09T22:53:37.000Z']
318872	UCnKCiEBtmeClpTiRE0kO8iw	[u'm5PPxz4eJEc', u'J3LyJVEZfCA', u'zojYAikF0kw', u'XlRDvSq0Ss0']	[u'2014-07-20T18:49:53.000Z', u'2014-06-30T09:57:11.000Z', u'2014-06-17T08:31:24.000Z', u'2014-06-04T16:35:36.000Z']
319919	UCe-TF7mQHbTLDDeiVepLsTA	[u'6PRLNlI2NmM', u'eiTLl1eEwQc']	[u'2014-11-09T05:41:22.000Z', u'2014-11-09T04:48:33.000Z']
322272	UCKeUmwU84lb5NLWOwiOMZAQ	[u'UKcdU00uuIU', u'MBBdz4A20FM']	[u'2014-10-12T17:20:32.000Z', u'2014-05-16T14:45:43.000Z']
323979	UC_SG3LKCqj5y4lei1BLxB_g	[u'pG1zrKbx8x4', u'hGLCsdKMdh8', u'jV2Ml4a2SK0', u'et7BDCrAFrI', u'7c1Aryqz_As']	[u'2014-11-27T11:18:18.000Z', u'2014-11-27T11:13:53.000Z', u'2014-11-27T11:08:39.000Z', u'2014-11-27T11:05:04.000Z', u'2014-11-13T13:40:35.000Z']
326526	UCaUuWjQ9zKZ2BnUIy8GznhA	[u'pN5hKWCeYFA', u'gZfnAzWAITc', u'vUdEG0C1RNE', u'W2uPRgtgg2Q']	[u'2010-04-28T14:36:45.000Z', u'2009-11-12T15:50:03.000Z', u'2009-10-21T15:15:16.000Z', u'2009-10-21T14:48:10.000Z']
327387	UCkfnOKC7vsYTmDnoWUlNjkg	[u'tQOZwZq3Ilg', u'18cgwH1ctJo', u'9WTIIYBQAMQ', u'Z96rWK8V7Fs', u'drKdfeerbqQ']	[u'2010-05-27T09:37:28.000Z', u'2010-05-10T19:00:04.000Z', u'2010-05-05T14:52:51.000Z', u'2010-04-26T13:54:03.000Z', u'2010-04-20T13:25:10.000Z']
329140	UCp20F_zOA4wnNpR_QgqD7vw	[u'Tm1kruEEWfc', u'G7doNk_E04o']	[u'2012-04-06T15:23:00.000Z', u'2012-04-07T14:36:11.000Z']
331900	UCPsp2-GAK4c-iCMfxPh_opg	[u'ZEjAACqkKqU', u'Tcpe8P9mcA4', u'7onHxxhCPPQ', u'AkWWxJT-lEY']	[u'2011-12-11T14:07:11.000Z', u'2011-12-11T13:23:07.000Z', u'2011-12-11T13:02:46.000Z', u'2011-09-09T18:04:30.000Z']
333716	UCG3amyxfK-bLaSrxfXU4Y7A	[]	[]
335807	UCq8RpWUZum_Efmf0yJxAsVw	[u'Q8Q_ZdVAJpo', u'ObAMUwq3T1E', u'YcQaqrzYcVs']	[u'2014-04-14T19:08:36.000Z', u'2012-04-19T14:46:49.000Z', u'2012-03-11T00:27:58.000Z']
340305	UCrH9caAHpCpkm5J2j-Xy84A	[u'yMI6HWOzqw8']	[u'2010-07-19T19:25:55.000Z']
343522	UCAYWis4J0lp-_gih7-So72w	[u'SKRgcXs5gkE', u'XuvCBxk7c4o', u'ymkKlPDQpEk', u'InDgO8N8pAw']	[u'2014-05-16T10:27:10.000Z', u'2012-11-15T07:49:13.000Z', u'2012-11-15T07:34:44.000Z', u'2012-09-22T11:33:41.000Z']
345603	UC3J268vrP1fRFSJUVLSHWfQ	[u'WFYcbQBtT7w', u'LkkhkWtjn14', u'Y56KUBIBoMw', u'd5K0nlGTn5Y']	[u'2012-04-25T19:12:54.000Z', u'2012-04-22T06:53:57.000Z', u'2012-03-22T19:38:59.000Z', u'2011-02-10T07:41:28.000Z']
348969	UCXuc4N_UKi5IXNGtHZY8qQA	[]	[]
350523	UCzwbe_pZcLsHZNJefir-tyw	[u'Qy-_4lEkgRs', u'4gxdNg_U8gE']	[u'2012-01-06T12:17:50.000Z', u'2011-10-19T19:49:18.000Z']
352327	UC6NSttcT4v9nf_UD0n7rNsg	[u'rvcieLl5DJ4', u'3GyiLhIIZGI', u'rvp28IVUpa0', u'J1qz5sF7mTg', u'NGw8NmKmk_I']	[u'2014-07-05T15:47:04.000Z', u'2014-06-27T14:52:06.000Z', u'2014-06-20T19:14:14.000Z', u'2014-06-12T17:58:24.000Z', u'2014-06-03T17:12:11.000Z']
353453	UC4se_mROy3EKj-ZjjZGLecg	[u'kCELIEL4jIY', u'ztdxwCg4S9g', u'2gAiiehmFPg']	[u'2011-03-10T21:01:38.000Z', u'2010-12-17T16:57:40.000Z', u'2010-12-15T19:32:44.000Z']
357129	UCv4_TLFHrU6Zh5OUL4siEww	[]	[]
357537	UCb0PfqNBkhza4eQw6SmR-3Q	[u'A28BszaYUIA', u'68vYcSbmN6E']	[u'2014-12-05T10:01:29.000Z', u'2014-10-13T12:20:00.000Z']
359479	UCMJOksbUeFSWjzw4AFI3tig	[u'4MzExrN1QFU', u'C96ZQQaGofQ', u'3ekenaMn6-4', u'YsYMimowF8g', u'nFrdpNFikwE']	[u'2014-12-08T21:27:09.000Z', u'2014-12-05T19:20:42.000Z', u'2014-12-02T04:11:14.000Z', u'2014-11-28T17:09:53.000Z', u'2014-11-24T18:29:45.000Z']
360553	UCkvGDskcy-XDfGW9XyBHGCw	[u'o-LWA1DZtUU', u'dbd7lV84Aa4', u'7MJpC_OKpS4', u'_i4JdpOHBHQ', u'9ySRRVHvzXI']	[u'2011-07-12T06:19:30.000Z', u'2011-07-12T06:13:53.000Z', u'2011-07-12T06:13:16.000Z', u'2011-04-13T00:47:05.000Z', u'2011-04-12T23:11:56.000Z']
360795	UCRBDTTaEXQ2Zg9JRZeOWREA	[u'4t5VQOaPHhM', u'_Nvzz_M-Vng', u'MLGaJDMkfXk']	[u'2010-02-05T04:58:24.000Z', u'2007-10-19T21:55:25.000Z', u'2008-01-18T20:44:10.000Z']
362175	UClF1F64vdbvWtp3_zBXbMNw	[]	[]
366973	UCEcjSf2CSp5V56wi8qJgnZw	[]	[]
367902	UC_Ne_Ye_tDz7YQqOBJYedZg	[u'yHLnPcNYz4Y', u'WE7Paf5VtWw', u'SfYR7rsell8', u'f, u'FDJW6i4GulY', u'FrvNPvD6epc', u'-e-dj1MsbXg', u'kZYpUZ1IUlk']	[u'2013-01-08T03:32:28.000Z', u'2013-01-06T08:50:19.000Z', u'2012-11-16T06:00:11.000Z', u'2012-09-06T08:43:44.000Z', u'2012-06-08T07:00:08.000Z']
322733	UCj4Qg9cif7oJqzMaiWdcn7A	[u'X0PUwwB_Zvk', u'Y-FZZxyDGnE', u'SMdMAz2QLzA', u'y_kirdqOSBE', u'RH4kayRt5oY']	[u'2014-12-07T01:33:38.000Z', u'2014-09-20T14:53:43.000Z', u'2014-09-14T17:38:59.000Z', u'2014-09-15T01:13:38.000Z', u'2014-08-31T23:21:09.000Z']
325059	UC9BvsAu_LU1McWVnpSKmReA	[u'D7KCRvB_DUE', u'zfFadXWPv8M', u'XkJpxMmMTb4', u'WF-yna4IRIg']	[u'2014-11-06T13:32:01.000Z', u'2014-05-27T13:23:50.000Z', u'2014-05-21T09:22:26.000Z', u'2014-05-20T14:17:35.000Z']
327087	UCQuNrURlzPsbJZD17icx7Gw	[u'bx2ZVEE0Xj4']	[u'2012-08-07T16:24:42.000Z']
328857	UCOMk4zT0I6wxtoVCZ66ufWQ	[u'Ndn10u3Bgzs', u'HPIovy6bmyA', u'OWGOnER1_ek', u'ug5NgSP8gMo', u'PwVltZRpzN0']	[u'2013-07-28T14:36:58.000Z', u'2013-07-11T17:26:03.000Z', u'2013-04-18T17:56:31.000Z', u'2013-03-27T16:13:08.000Z', u'2013-03-09T14:06:05.000Z']
330826	UCFZy5G6j1ZmrqxEELW7wMNg	[u'vPqsOLHSrPY', u'3ugNTT89lxk', u'9KhpGn16s2U', u'LWCxCYqJdsI', u'O1PnkQoBKh8']	[u'2014-12-10T14:20:11.000Z', u'2014-09-16T15:49:28.000Z', u'2014-08-28T12:41:07.000Z', u'2014-08-11T20:37:39.000Z', u'2014-08-10T15:53:04.000Z']
333612	UCtOD7JnI9JTcm8K_0hyo_2w	[u'eDMnAaJUOug', u'zVz3k8a75Is']	[u'2006-09-20T19:14:26.000Z', u'2006-09-19T14:27:27.000Z']
335707	UCdmuk-vR6VPwZIuOmKm-Pyg	[u'VEepKmFEl5U', u'qwUUD_0qWwE', u'TjoXL-BtI5E', u'Y8P55CqNdEk']	[u'2014-10-07T20:26:58.000Z', u'2012-08-25T15:57:58.000Z', u'2012-01-13T17:23:59.000Z', u'2011-09-15T09:25:16.000Z']
338272	UCu_QytBr_oROQIXJCYhxo_w	[u'IOzB0cR9tKg']	[u'2008-04-22T08:08:20.000Z']
339733	UC4zqeIrNhuT0k6jFq8czgPg	[]	[]
343201	UCjfFuu97_vGMFe0CVH8J0VQ	[]	[]
346770	UCVGIUf6wrLT0Lfr8zd_U2Cg	[u'AQ2IzzRoMKw', u'jej7ZWS0u1I', u'623ln15-5fo', u'HD1e40MALQw', u'UnEMCXp4vPs']	[u'2014-10-16T15:39:12.000Z', u'2014-10-09T16:53:14.000Z', u'2014-09-02T23:09:51.000Z', u'2014-08-29T20:21:06.000Z', u'2014-08-20T15:01:07.000Z']
349433	UCsNfXAFZZCDh7h-mW273i7w	[u'jqIOo7Ub9Rc']	[u'2013-08-19T13:14:48.000Z']
350846	UCoKBJ6d_EjnIgnRfB6-N9ng	[u'NiqwlvQIMt0', u'PSWSHJ3WHYs', u'KZDghImc2Ko', u'zyuSYVP0L8s', u'Twq_ui5Q-RE']	[u'2014-10-20T06:43:04.000Z', u'2014-03-15T20:26:40.000Z', u'2014-02-02T18:46:18.000Z', u'2014-01-20T22:19:00.000Z', u'2014-01-12T23:23:46.000Z']
352628	UCovFOzf5bK0BGq_mrrIYI1g	[u'LDKJbxgbpBo', u'5KHgObAX_zA', u'ESvC5wQDaDo', u'QlQFH1yNgGQ']	[u'2012-05-06T22:55:06.000Z', u'2012-02-10T01:34:44.000Z', u'2012-02-07T16:12:44.000Z', u'2011-12-15T00:22:32.000Z']
354672	UC8ToEAZRWo790ZAvgiPZGKg	[u'H7Rt4rGFZpw']	[u'2014-09-07T19:32:16.000Z']
356951	UCEUTPXTAZbmzXCPSlVb35Kw	[]	[]
358139	UCe8SPgLNIKx7j-_Lu7104MA	[u'f2EMw_Kfwq8']	[u'2011-07-13T12:26:42.000Z']
360001	UCNipSQmjzZw5ZaNwV9Elw4w	[u'5KtmV3QHSzQ', u'iB22XKOjCJc', u'_RSf6EKEj9w', u'D2Gjuvdc2NU', u'wZFubiSAkVs']	[u'2014-09-09T09:33:18.000Z', u'2014-06-10T08:40:26.000Z', u'2014-05-20T16:41:50.000Z', u'2014-04-03T12:00:50.000Z', u'2014-03-21T10:16:56.000Z']
360792	UCDCbrdWfKy7MyV_sXSYqDgQ	[u'loLjQ4iYioM', u'9dLigVyybOw', u'a9eQpnB5XWA', u'SPrbv8RCyfk', u'Iz5xROYwohA']	[u'2011-05-31T23:29:59.000Z', u'2011-05-12T17:51:52.000Z', u'2011-05-11T21:16:28.000Z', u'2011-05-04T19:38:49.000Z', u'2011-02-04T17:38:01.000Z']
360963	UCLqSEjdn_P_G-T24P3CFYxA	[]	[]
366348	UC8WyiNDfBUta0z8o1Hu1l_A	[u'N0NlQoxQJKA']	[u'2014-11-09T04:09:24.000Z']
367885	UCjMGX4W4n5a022lYhZO33Bw	[u'sUPxp1Pnh0s', u'X3C0eulfixM', u'Zc0MqqWJoyU', u'0OXeXfiR8_k']	[u'2013-09-28T00:39:17.000Z', u'2013-09-10T19:37:35.000Z', u'2013-05-28T15:22:01.000Z', u'2013-05-28T13:35:37.000Z']
369081	UC9YSpjpNLPKFoctix-tyWTg	[u'6yN3UaZA1nU', u'U6rJN9IQo9k', u'dMz_mJV2iso', u'JOhYB7M0F5Y', u'dm7Sycz6dpE']	[u'2013-10-07T09:47:18.000Z', u'2013-10-07T09:44:36.000Z', u'2013-01-29T20:15:29.000Z', u'2012-11-04T14:18:32.000Z', u'2012-10-10T20:53:17.000Z']
370801	UCinzGw2YvTDVpKfixbuFkuA	[u'Wf6wFc1EJEw', u'ZfZzcaZEgF0']	[u'2013-12-08T21:24:53.000Z', u'2013-12-08T21:24:30.000Z']
373663	UCBDZpipKShgwHgv6CGfsC6g	[]	[]
374434	UCjK8ORC71k-30T09:00:27.000Z', u'2012-02-07T19:07:07.000Z']
330468	UC6dBykW0sXsKpE7HOpwZGBQ	[u'f2IQ-p-AUyg', u'I_1uh1PTpmQ', u'Qo7BkKMyZH8', u'iou4lDRfGVE', u'aG8DzP5QmE0']	[u'2010-08-13T13:23:35.000Z', u'2009-05-10T18:44:27.000Z', u'2009-05-10T17:47:58.000Z', u'2009-05-10T17:13:22.000Z', u'2009-05-10T16:10:23.000Z']
333111	UC_HS0sEOdQKdHQ82NN3flsg	[u'yJg52d_xpqQ', u'HbYf00rj0rw', u'68sQ1Zj3hi4']	[u'2008-03-12T23:01:20.000Z', u'2007-09-04T19:54:43.000Z', u'2007-06-11T13:31:44.000Z']
333641	UC7d3c3_V7dFMt4rxka9Fr-g	[u'ro95nvk3kwQ', u'S24_hnbWoc0', u'GkKeMESKg-0', u'SJf0Yzam30Y']	[u'2014-11-24T21:57:37.000Z', u'2014-10-06T13:38:13.000Z', u'2014-09-11T00:51:25.000Z', u'2014-08-12T23:39:26.000Z']
336313	UCgY5OyfdJIIkrtZ6XMdVUBQ	[u'BiaPNiXOIrA', u'o8JS94x8-sM', u'Jy6Jd7Fik6g', u'PVDlLpEgvrc', u'-a3CxnB8AvM']	[u'2014-02-21T22:08:41.000Z', u'2013-06-29T01:56:50.000Z', u'2013-02-15T20:34:09.000Z', u'2013-02-15T20:17:13.000Z', u'2012-10-04T11:57:13.000Z']
338630	UCTI4EH6h4Ge2yz1EzdfJr1A	[u'xWogbI1MBx8', u'CivEyRVkzmA', u'cLfTm9L8B5A', u'38zNcbNXZu8', u'B6rt2asC160']	[u'2014-12-07T15:40:57.000Z', u'2014-11-08T11:35:49.000Z', u'2014-10-22T04:17:01.000Z', u'2014-10-09T03:34:57.000Z', u'2014-05-26T05:25:48.000Z']
341788	UCNnahQHB9Hh4oC-ekZyx5vA	[u'_V7TBW6Dq0k', u'VGH9ynJGwaM']	[u'2014-10-25T22:00:20.000Z', u'2014-10-12T19:36:05.000Z']
344469	UCpaNvAjtmhNiwo-WGMiVsEw	[]	[]
347460	UCiEOIIn6V7DQlaEZYYYL9Lg	[u'FoPTO4VNv5Y']	[u'2014-12-05T02:01:57.000Z']
350440	UCILdjQX_ka2KKlIrXXAA09g	[u'0nbkLH-gHpA', u'sYFG0x-DZL0', u'_PAFfMpsSMU']	[u'2014-11-26T10:58:21.000Z', u'2014-10-21T11:43:41.000Z', u'2014-09-23T09:19:44.000Z']
351769	UCHbbjpIQk2axcJ33rpb3Myw	[u'gUOxN4iI-ho', u'vfnAs20P4KU']	[u'2013-03-27T18:27:54.000Z', u'2013-03-27T18:22:05.000Z']
353450	UChHhdvvJcmvtvkV-ORjW2Jw	[u'vg53oXon27o', u'BhFUoMXO1JI']	[u'2014-12-08T15:52:32.000Z', u'2014-12-08T06:06:02.000Z']
357483	UCxSbYXqnYFo6F5ssbGNGAwQ	[u'ozd0G2nlHn4', u'VAX7R5lgFtw']	[u'2014-11-15T21:30:02.000Z', u'2014-11-15T17:41:58.000Z']
359384	UCbZZxHNd2xuy6oJw3lM11sg	[u'eeYHTv8rRho', u'QZM0w51bIBA']	[u'2014-08-21T17:20:54.000Z', u'2014-02-28T20:30:08.000Z']
360619	UCbx0LPsTJihZ9R-fEMnNwMQ	[u'xv8AWeNqQWw', u'lBF8dfYCYY0', u'EYdZ-K3VFKk', u'mVDzOjKVEgI', u'VgvgLSjkASU']	[u'2014-07-30T04:09:37.000Z', u'2014-03-20T07:29:18.000Z', u'2013-05-31T15:29:52.000Z', u'2012-07-27T07:48:13.000Z', u'2012-06-13T01:50:02.000Z']
360863	UCqs3UQ5Yo6PEXIC8ZHJD1Lg	[u'XwEl1ld1F_M', u'wsA727ZL_oQ', u'QAHVDCSCjh4', u'Y9JOFOF11FE', u'8nIvZNu1eE4']	[u'2014-06-23T07:42:11.000Z', u'2014-01-01T20:12:20.000Z', u'2013-10-20T08:29:26.000Z', u'2013-10-02T18:12:46.000Z', u'2013-09-10T17:39:10.000Z']
362884	UCzvBMFhS0gqjx1rA0bswiHg	[]	[]
367099	UCGxUTxmdiRG_xG0-e-oq1hA	[u'YZN8hfcLXho']	[u'2011-12-07T07:29:13.000Z']
368261	UCC_rsTov_T00kF8wYuI0lwQ	[u'huqbRmY0UDo', u'Nee3lBN1zIo']	[u'2013-07-05T22:01:59.000Z', u'2013-01-28T14:03:42.000Z']
370486	UCrhY8XGkaZCOQ2SNL9uCW-w	[u'3enK9os33x0', u'yYUOer_q-LQ', u'o5GlJDrMj-s', u'5-TkEQdT9CY', u'p2oowf7MiA0']	[u'2012-02-23T21:49:06.000Z', u'2012-02-23T18:27:56.000Z', u'2012-02-23T15:43:53.000Z', u'2012-02-23T14:03:54.000Z', u'2010-03-08T13:26:53.000Z']
373064	UCdwVqff6YdhEXizBW_UWrIg	[]	[]
374238	UCdyI5KK8-BtQizLCDjmSk8A	[u'qRRiROYazJw', u'KB3vWv7nSDQ', u'-sYfKNlwdMs', u'wyPkdN1HSfU', u'omUMPW6FY7U']	[u'2011-04-09T16:53:26.000Z', u'2011-03-03T10:50:43.000Z', u'2010-01-10T15:02:51.000Z', u'2009-11-29T15:14:32.000Z', u'2009-11-02T11:50:27.000Z']
375211	UCMNoXggQwLqOIWSeOwU934A	[u'1RntxfaND98', u'uZmVA60gKQg', u'gvEjDMGgFeQ', u'khscqA5X3Kw', u'ikli_ijANgM']	[u'2010-08-22T18:53:51.000Z', u'2010-08-01T10:19:21.000Z', u'2010-07-29T11:59:59.000Z', u'2010-07-21T19:53:35.000Z', u'2010-07-11T22:26:30.000Z']
377282	UCMvbt3JhYfhzHv68V3lJYsg	[u'p1Pucpi8cvo', u'dpzpxCw_iVk', u'OsmgBRymT9M']	[u'2012-07-29T04:24:43.000Z', u'2012-07-09T04:55:21.000Z', u'2012-05-29T23:35:58.000Z']
378280	UC0U2Qp4naJA8KvTSn_6Nj6w	[u'h5YlEEWC090', u'CTLPsjK6wQo', u'NmVSvO21Qp0', u'GBOWLxXFxOE', u'kBSaYMKl2tE']	[u'2014-06-27T19:42:44.000Z', u'2014-06-20T17:19:44.000Z', u'2014-01-16T15:09:35.000Z', u'2013-07-25TmJk', u'n3sTP5c7_1s']	[u'2013-04-17T18:56:24.000Z', u'2013-04-08T16:57:56.000Z', u'2013-03-19T14:53:43.000Z', u'2013-03-19T14:53:08.000Z', u'2013-03-16T14:06:10.000Z']
334654	UCpOFtNAf3ppdWgu7HY-x0XQ	[u'heI_NZTD7vA', u'7kzgC9LS-WE', u'8IQUxXvnZ88', u'thBkk-NyJHc']	[u'2011-09-14T16:57:48.000Z', u'2011-09-09T17:13:11.000Z', u'2011-03-24T22:25:35.000Z', u'2011-03-22T16:29:26.000Z']
336484	UCKYFVkX9-Z6ktBVrG8V9ahw	[]	[]
339586	UCTmVnjXgqOwBYPXMXUrMj6Q	[u'7W_TKxLmyTQ', u'zx1yASQZ3C8', u'RxuAcd-QNUY', u'T7ZSI4-MHWg']	[u'2014-11-12T16:02:41.000Z', u'2014-07-25T16:54:32.000Z', u'2014-07-14T10:59:26.000Z', u'2013-12-13T10:58:09.000Z']
341254	UC6TJJNn7AiFiH167IKK9FBw	[u'rvqToEXnoL8', u'J-Zt-bhm8_M', u'UgSrrmhyGgw', u'd0jlRQBUwEo']	[u'2012-09-11T10:34:35.000Z', u'2012-09-11T10:25:11.000Z', u'2012-09-09T16:11:01.000Z', u'2011-11-14T17:25:57.000Z']
344787	UCHa__DjdMWsszfs0ToO918A	[]	[]
346898	UCsRM0YB_dabtEPGPTKo-gcw	[u'7HKoqNJtMTQ', u'ubNrGlGbH3Y']	[u'2012-10-04T23:07:12.000Z', u'2011-12-02T18:14:51.000Z']
349280	UCNyCuEf3p_IwT14HWlovSyw	[u'AcbgsDfI7_Y', u'lE7YSLWoxGA', u'bA-x8Bus_7A', u'dj5oN5DfmC0', u'EZ25C7xlH-o']	[u'2011-03-24T10:01:24.000Z', u'2011-03-08T14:02:03.000Z', u'2011-02-07T09:46:59.000Z', u'2011-02-07T09:45:15.000Z', u'2011-02-07T09:44:15.000Z']
350637	UCTv80p8xawmRAQEQ8_mLbZg	[u'SVnfCJ-PXD0', u'HAbLsxit5kk']	[u'2014-09-03T21:41:12.000Z', u'2014-03-11T07:45:29.000Z']
351457	UCRMJsP5F8AuaT4-WDhjpy2w	[u'II1YGEVql4k', u'aSxqTsuJD_k', u'4dLZko7D4EM', u'yUk-Kb0T80c']	[u'2013-07-11T02:45:34.000Z', u'2013-06-15T22:53:23.000Z', u'2013-05-30T22:59:09.000Z', u'2013-05-10T20:51:18.000Z']
353013	UCMPDs_EC61i383LCd-maCgg	[u'E_3L1256lQo', u'av2BHhLtSnw', u'eL39gH8_mJM']	[u'2013-11-24T15:34:26.000Z', u'2013-11-22T08:17:16.000Z', u'2013-05-03T18:14:26.000Z']
356167	UCagDbzFvsvfqcmAKgdK2WRA	[u'O2n2msp3MkM', u'lhq_SV0DVAc', u'f23JYL6-ncU', u'oXC3R36nZPk']	[u'2014-12-04T02:02:40.000Z', u'2014-09-17T18:33:25.000Z', u'2014-09-03T17:40:12.000Z', u'2014-07-23T03:01:44.000Z']
157331	UCfYnicfPy-nISVkkIuAzdjA	[u'afc9gZnzRh8', u'I9_ZIQX3KOI', u'Od9PwLO7Nz0']	[u'2014-08-06T22:21:52.000Z', u'2013-01-14T17:31:34.000Z', u'2013-01-07T09:23:32.000Z']
359099	UCJFJYJJJYd5DwNdqxpsY90g	[u'f_cvvQv4xTo']	[u'2014-05-20T09:53:33.000Z']
